computerID,class,start_time,channelId,exp_duration
DK1081249,cpu,1761814921807,CH2,20317
1761814921815,CH2,POWER,6.44
1761814921827,CH2,POWER,6.44
1761814921838,CH2,POWER,6.44
1761814921847,CH2,POWER,6.44
1761814921858,CH2,POWER,6.44
1761814921867,CH2,POWER,6.44
1761814921898,CH2,POWER,6.44
1761814921908,CH2,POWER,6.44
1761814921918,CH2,POWER,6.44
1761814921927,CH2,POWER,6.44
1761814921937,CH2,POWER,6.44
1761814921946,CH2,POWER,6.44
1761814921957,CH2,POWER,6.44
1761814921968,CH2,POWER,6.44
1761814921977,CH2,POWER,6.44
1761814921986,CH2,POWER,6.44
1761814921996,CH2,POWER,6.44
1761814922007,CH2,POWER,6.44
1761814922018,CH2,POWER,6.44
1761814922027,CH2,POWER,6.44
1761814922037,CH2,POWER,6.44
1761814922045,CH2,POWER,6.44
1761814922055,CH2,POWER,6.44
1761814922064,CH2,POWER,6.44
1761814922074,CH2,POWER,6.44
1761814922082,CH2,POWER,6.44
1761814922093,CH2,POWER,6.44
1761814922102,CH2,POWER,6.44
1761814922111,CH2,POWER,6.44
1761814922120,CH2,POWER,6.44
1761814922131,CH2,POWER,6.44
1761814922140,CH2,POWER,6.44
1761814922151,CH2,POWER,6.44
1761814922162,CH2,POWER,6.44
1761814922173,CH2,POWER,6.44
1761814922181,CH2,POWER,6.44
1761814922191,CH2,POWER,6.44
1761814922200,CH2,POWER,6.44
1761814922210,CH2,POWER,6.44
1761814922219,CH2,POWER,6.44
1761814922228,CH2,POWER,6.44
1761814922238,CH2,POWER,6.44
1761814922250,CH2,POWER,6.44
1761814922278,CH2,POWER,28.47
1761814922288,CH2,POWER,28.47
1761814922297,CH2,POWER,28.47
1761814922307,CH2,POWER,28.47
1761814922316,CH2,POWER,28.47
1761814922324,CH2,POWER,28.47
1761814922332,CH2,POWER,28.47
1761814922342,CH2,POWER,28.47
1761814922351,CH2,POWER,28.47
1761814922361,CH2,POWER,28.47
1761814922372,CH2,POWER,28.47
1761814922382,CH2,POWER,28.47
1761814922392,CH2,POWER,28.47
1761814922402,CH2,POWER,28.47
1761814922410,CH2,POWER,28.47
1761814922419,CH2,POWER,28.47
1761814922428,CH2,POWER,28.47
1761814922437,CH2,POWER,28.47
1761814922446,CH2,POWER,28.47
1761814922456,CH2,POWER,28.47
1761814922467,CH2,POWER,28.47
1761814922477,CH2,POWER,28.47
1761814922488,CH2,POWER,28.47
1761814922496,CH2,POWER,28.47
1761814922507,CH2,POWER,28.47
1761814922515,CH2,POWER,28.47
1761814922525,CH2,POWER,28.47
1761814922535,CH2,POWER,28.47
1761814922545,CH2,POWER,28.47
1761814922554,CH2,POWER,28.47
1761814922564,CH2,POWER,28.47
1761814922576,CH2,POWER,28.47
1761814922587,CH2,POWER,28.47
1761814922597,CH2,POWER,28.47
1761814922607,CH2,POWER,28.47
1761814922615,CH2,POWER,28.47
1761814922624,CH2,POWER,28.47
1761814922633,CH2,POWER,28.47
1761814922643,CH2,POWER,28.47
1761814922673,CH2,POWER,28.47
1761814922682,CH2,POWER,28.47
1761814922693,CH2,POWER,28.47
1761814922703,CH2,POWER,28.47
1761814922712,CH2,POWER,28.47
1761814922722,CH2,POWER,28.47
1761814922734,CH2,POWER,28.47
1761814922744,CH2,POWER,28.47
1761814922754,CH2,POWER,28.47
1761814922764,CH2,POWER,28.47
1761814922774,CH2,POWER,28.47
1761814922783,CH2,POWER,28.47
1761814922791,CH2,POWER,28.47
1761814922801,CH2,POWER,28.47
1761814922809,CH2,POWER,28.47
1761814922820,CH2,POWER,28.47
1761814922829,CH2,POWER,28.47
1761814922839,CH2,POWER,28.47
1761814922847,CH2,POWER,28.47
1761814922858,CH2,POWER,28.47
1761814922868,CH2,POWER,28.47
1761814922878,CH2,POWER,28.47
1761814922889,CH2,POWER,28.47
1761814922897,CH2,POWER,28.47
1761814922907,CH2,POWER,28.47
1761814922918,CH2,POWER,28.47
1761814922927,CH2,POWER,28.47
1761814922936,CH2,POWER,28.47
1761814922945,CH2,POWER,28.47
1761814922953,CH2,POWER,28.47
1761814922963,CH2,POWER,28.47
1761814922974,CH2,POWER,28.47
1761814922984,CH2,POWER,28.47
1761814922993,CH2,POWER,28.47
1761814923002,CH2,POWER,28.47
1761814923012,CH2,POWER,28.47
1761814923022,CH2,POWER,28.47
1761814923050,CH2,POWER,28.47
1761814923060,CH2,POWER,28.47
1761814923071,CH2,POWER,28.47
1761814923082,CH2,POWER,28.47
1761814923092,CH2,POWER,28.47
1761814923101,CH2,POWER,28.47
1761814923112,CH2,POWER,28.47
1761814923122,CH2,POWER,28.47
1761814923130,CH2,POWER,28.47
1761814923140,CH2,POWER,28.47
1761814923148,CH2,POWER,28.47
1761814923160,CH2,POWER,28.47
1761814923171,CH2,POWER,28.47
1761814923180,CH2,POWER,28.47
1761814923188,CH2,POWER,28.47
1761814923197,CH2,POWER,28.47
1761814923208,CH2,POWER,28.47
1761814923218,CH2,POWER,28.47
1761814923227,CH2,POWER,28.47
1761814923238,CH2,POWER,28.47
1761814923247,CH2,POWER,28.47
1761814923256,CH2,POWER,28.47
1761814923266,CH2,POWER,28.47
1761814923276,CH2,POWER,28.47
1761814923285,CH2,POWER,28.47
1761814923294,CH2,POWER,28.47
1761814923305,CH2,POWER,28.47
1761814923313,CH2,POWER,28.47
1761814923323,CH2,POWER,28.47
1761814923332,CH2,POWER,28.47
1761814923342,CH2,POWER,28.47
1761814923352,CH2,POWER,28.47
1761814923361,CH2,POWER,28.47
1761814923370,CH2,POWER,28.47
1761814923379,CH2,POWER,28.47
1761814923390,CH2,POWER,28.47
1761814923399,CH2,POWER,28.47
1761814923410,CH2,POWER,28.47
1761814923442,CH2,POWER,28.47
1761814923453,CH2,POWER,28.47
1761814923462,CH2,POWER,28.47
1761814923473,CH2,POWER,28.47
1761814923482,CH2,POWER,28.47
1761814923492,CH2,POWER,28.47
1761814923502,CH2,POWER,28.47
1761814923511,CH2,POWER,28.47
1761814923521,CH2,POWER,28.47
1761814923531,CH2,POWER,28.47
1761814923540,CH2,POWER,28.47
1761814923551,CH2,POWER,28.47
1761814923560,CH2,POWER,28.47
1761814923571,CH2,POWER,28.47
1761814923582,CH2,POWER,28.47
1761814923591,CH2,POWER,28.47
1761814923601,CH2,POWER,28.47
1761814923612,CH2,POWER,28.47
1761814923621,CH2,POWER,28.47
1761814923633,CH2,POWER,28.47
1761814923641,CH2,POWER,28.47
1761814923652,CH2,POWER,28.47
1761814923661,CH2,POWER,28.47
1761814923671,CH2,POWER,28.47
1761814923680,CH2,POWER,28.47
1761814923690,CH2,POWER,28.47
1761814923701,CH2,POWER,28.47
1761814923710,CH2,POWER,28.47
1761814923721,CH2,POWER,28.47
1761814923733,CH2,POWER,28.47
1761814923741,CH2,POWER,28.47
1761814923751,CH2,POWER,28.47
1761814923762,CH2,POWER,28.47
1761814923771,CH2,POWER,28.47
1761814923782,CH2,POWER,28.47
1761814923788,CH2,POWER,28.47
1761814923820,CH2,POWER,28.47
1761814923829,CH2,POWER,28.47
1761814923839,CH2,POWER,28.47
1761814923851,CH2,POWER,28.47
1761814923861,CH2,POWER,28.47
1761814923871,CH2,POWER,28.47
1761814923882,CH2,POWER,28.47
1761814923893,CH2,POWER,28.47
1761814923904,CH2,POWER,28.47
1761814923915,CH2,POWER,28.47
1761814923925,CH2,POWER,28.47
1761814923936,CH2,POWER,28.47
1761814923944,CH2,POWER,28.47
1761814923954,CH2,POWER,28.47
1761814923965,CH2,POWER,28.47
1761814923976,CH2,POWER,28.47
1761814923987,CH2,POWER,28.47
1761814923997,CH2,POWER,28.47
1761814924006,CH2,POWER,28.47
1761814924016,CH2,POWER,28.47
1761814924024,CH2,POWER,28.47
1761814924034,CH2,POWER,28.47
1761814924043,CH2,POWER,28.47
1761814924054,CH2,POWER,28.47
1761814924062,CH2,POWER,28.47
1761814924071,CH2,POWER,28.47
1761814924081,CH2,POWER,28.47
1761814924090,CH2,POWER,28.47
1761814924100,CH2,POWER,28.47
1761814924111,CH2,POWER,28.47
1761814924121,CH2,POWER,28.47
1761814924133,CH2,POWER,28.47
1761814924141,CH2,POWER,28.47
1761814924150,CH2,POWER,28.47
1761814924160,CH2,POWER,28.47
1761814924169,CH2,POWER,28.47
1761814924179,CH2,POWER,28.47
1761814924211,CH2,POWER,28.47
1761814924221,CH2,POWER,28.47
1761814924230,CH2,POWER,28.47
1761814924240,CH2,POWER,28.47
1761814924252,CH2,POWER,28.47
1761814924261,CH2,POWER,28.47
1761814924271,CH2,POWER,28.47
1761814924282,CH2,POWER,28.47
1761814924293,CH2,POWER,28.47
1761814924304,CH2,POWER,28.47
1761814924314,CH2,POWER,28.47
1761814924327,CH2,POWER,28.47
1761814924338,CH2,POWER,28.47
1761814924348,CH2,POWER,28.47
1761814924359,CH2,POWER,28.47
1761814924370,CH2,POWER,28.47
1761814924380,CH2,POWER,28.47
1761814924389,CH2,POWER,28.47
1761814924400,CH2,POWER,28.47
1761814924411,CH2,POWER,28.47
1761814924421,CH2,POWER,28.47
1761814924431,CH2,POWER,28.47
1761814924440,CH2,POWER,28.47
1761814924452,CH2,POWER,28.47
1761814924460,CH2,POWER,28.47
1761814924469,CH2,POWER,28.47
1761814924480,CH2,POWER,28.47
1761814924491,CH2,POWER,28.47
1761814924501,CH2,POWER,28.47
1761814924509,CH2,POWER,28.47
1761814924517,CH2,POWER,28.47
1761814924527,CH2,POWER,28.47
1761814924536,CH2,POWER,28.47
1761814924548,CH2,POWER,28.47
1761814924555,CH2,POWER,28.47
1761814924560,CH2,POWER,28.47
1761814924590,CH2,POWER,28.47
1761814924600,CH2,POWER,28.47
1761814924609,CH2,POWER,28.47
1761814924620,CH2,POWER,28.47
1761814924629,CH2,POWER,28.47
1761814924637,CH2,POWER,28.47
1761814924648,CH2,POWER,28.47
1761814924659,CH2,POWER,28.47
1761814924669,CH2,POWER,28.47
1761814924679,CH2,POWER,28.47
1761814924688,CH2,POWER,28.47
1761814924698,CH2,POWER,28.47
1761814924708,CH2,POWER,28.47
1761814924717,CH2,POWER,28.47
1761814924725,CH2,POWER,28.47
1761814924735,CH2,POWER,28.47
1761814924744,CH2,POWER,28.47
1761814924754,CH2,POWER,28.47
1761814924764,CH2,POWER,28.47
1761814924774,CH2,POWER,28.47
1761814924783,CH2,POWER,28.47
1761814924794,CH2,POWER,28.47
1761814924803,CH2,POWER,28.47
1761814924812,CH2,POWER,28.47
1761814924823,CH2,POWER,28.47
1761814924834,CH2,POWER,28.47
1761814924842,CH2,POWER,28.47
1761814924851,CH2,POWER,28.47
1761814924859,CH2,POWER,28.47
1761814924868,CH2,POWER,28.47
1761814924878,CH2,POWER,28.47
1761814924887,CH2,POWER,28.47
1761814924896,CH2,POWER,28.47
1761814924906,CH2,POWER,28.47
1761814924916,CH2,POWER,28.47
1761814924924,CH2,POWER,28.47
1761814924932,CH2,POWER,28.47
1761814924942,CH2,POWER,28.47
1761814924974,CH2,POWER,28.47
1761814924985,CH2,POWER,28.47
1761814924993,CH2,POWER,28.47
1761814925003,CH2,POWER,28.47
1761814925015,CH2,POWER,28.47
1761814925026,CH2,POWER,28.47
1761814925036,CH2,POWER,28.47
1761814925047,CH2,POWER,28.47
1761814925057,CH2,POWER,28.47
1761814925066,CH2,POWER,28.47
1761814925077,CH2,POWER,28.47
1761814925086,CH2,POWER,28.47
1761814925095,CH2,POWER,28.47
1761814925106,CH2,POWER,28.47
1761814925116,CH2,POWER,28.47
1761814925125,CH2,POWER,28.47
1761814925135,CH2,POWER,28.47
1761814925146,CH2,POWER,28.47
1761814925156,CH2,POWER,28.47
1761814925167,CH2,POWER,28.47
1761814925175,CH2,POWER,28.47
1761814925185,CH2,POWER,28.47
1761814925194,CH2,POWER,28.47
1761814925203,CH2,POWER,28.47
1761814925212,CH2,POWER,28.47
1761814925221,CH2,POWER,28.47
1761814925230,CH2,POWER,28.47
1761814925241,CH2,POWER,28.47
1761814925251,CH2,POWER,28.47
1761814925260,CH2,POWER,28.47
1761814925270,CH2,POWER,28.47
1761814925282,CH2,POWER,28.47
1761814925293,CH2,POWER,28.47
1761814925303,CH2,POWER,28.47
1761814925311,CH2,POWER,28.47
1761814925321,CH2,POWER,28.47
1761814925328,CH2,POWER,28.47
1761814925356,CH2,POWER,28.47
1761814925365,CH2,POWER,28.47
1761814925375,CH2,POWER,28.47
1761814925385,CH2,POWER,28.47
1761814925394,CH2,POWER,28.47
1761814925405,CH2,POWER,28.47
1761814925414,CH2,POWER,28.47
1761814925423,CH2,POWER,28.47
1761814925435,CH2,POWER,28.47
1761814925444,CH2,POWER,28.47
1761814925453,CH2,POWER,28.47
1761814925463,CH2,POWER,28.47
1761814925473,CH2,POWER,28.47
1761814925485,CH2,POWER,28.47
1761814925497,CH2,POWER,28.47
1761814925509,CH2,POWER,28.47
1761814925519,CH2,POWER,28.47
1761814925529,CH2,POWER,28.47
1761814925539,CH2,POWER,28.47
1761814925549,CH2,POWER,28.47
1761814925559,CH2,POWER,28.47
1761814925568,CH2,POWER,28.47
1761814925578,CH2,POWER,28.47
1761814925589,CH2,POWER,28.47
1761814925597,CH2,POWER,28.47
1761814925607,CH2,POWER,28.47
1761814925615,CH2,POWER,28.47
1761814925623,CH2,POWER,28.47
1761814925634,CH2,POWER,28.47
1761814925644,CH2,POWER,28.47
1761814925653,CH2,POWER,28.47
1761814925662,CH2,POWER,28.47
1761814925674,CH2,POWER,28.47
1761814925684,CH2,POWER,28.47
1761814925692,CH2,POWER,28.47
1761814925704,CH2,POWER,28.47
1761814925713,CH2,POWER,28.47
1761814925745,CH2,POWER,28.47
1761814925754,CH2,POWER,28.47
1761814925765,CH2,POWER,28.47
1761814925773,CH2,POWER,28.47
1761814925782,CH2,POWER,28.47
1761814925792,CH2,POWER,28.47
1761814925800,CH2,POWER,28.47
1761814925812,CH2,POWER,28.47
1761814925824,CH2,POWER,28.47
1761814925836,CH2,POWER,28.47
1761814925845,CH2,POWER,28.47
1761814925855,CH2,POWER,28.47
1761814925865,CH2,POWER,28.47
1761814925873,CH2,POWER,28.47
1761814925881,CH2,POWER,28.47
1761814925889,CH2,POWER,28.47
1761814925897,CH2,POWER,28.47
1761814925905,CH2,POWER,28.47
1761814925913,CH2,POWER,28.47
1761814925921,CH2,POWER,28.47
1761814925932,CH2,POWER,28.47
1761814925940,CH2,POWER,28.47
1761814925949,CH2,POWER,28.47
1761814925957,CH2,POWER,28.47
1761814925965,CH2,POWER,28.47
1761814925973,CH2,POWER,28.47
1761814925982,CH2,POWER,28.47
1761814925990,CH2,POWER,28.47
1761814926000,CH2,POWER,28.47
1761814926009,CH2,POWER,28.47
1761814926019,CH2,POWER,28.47
1761814926027,CH2,POWER,28.47
1761814926038,CH2,POWER,28.47
1761814926048,CH2,POWER,28.47
1761814926059,CH2,POWER,28.47
1761814926068,CH2,POWER,28.47
1761814926077,CH2,POWER,28.47
1761814926085,CH2,POWER,28.47
1761814926093,CH2,POWER,28.47
1761814926102,CH2,POWER,28.47
1761814926109,CH2,POWER,28.47
1761814926114,CH2,POWER,28.47
1761814926146,CH2,POWER,28.47
1761814926154,CH2,POWER,28.47
1761814926163,CH2,POWER,28.47
1761814926173,CH2,POWER,28.47
1761814926183,CH2,POWER,28.47
1761814926194,CH2,POWER,28.47
1761814926205,CH2,POWER,28.47
1761814926217,CH2,POWER,28.47
1761814926227,CH2,POWER,28.47
1761814926235,CH2,POWER,28.47
1761814926247,CH2,POWER,28.47
1761814926259,CH2,POWER,28.47
1761814926270,CH2,POWER,28.47
1761814926278,CH2,POWER,28.47
1761814926287,CH2,POWER,28.47
1761814926295,CH2,POWER,28.47
1761814926305,CH2,POWER,28.47
1761814926316,CH2,POWER,28.47
1761814926325,CH2,POWER,28.47
1761814926335,CH2,POWER,28.47
1761814926346,CH2,POWER,28.47
1761814926356,CH2,POWER,28.47
